ME ID	Canonical form
DCM09912	iemand zal kennis  van iets nemen
DCM09913	iemand zal iemand een bezoek brengen
DCM09914	iemand zal 0een *+bezoek aan iemand brengen
DCM09915	iemand zal de buit binnen hebben
DCM09916	iemand zal 0een *+bezoek afleggen
DCM09917	iemand zal *kennis vergaren
DCM09918	iemand zal *overlast ondervinden
DCM09919	iemand zal 0een *+verzoek doen
DCM09920	iemand zal het verzoek doen < om iets te doen >
DCM09921	iemand zal *carrière maken
DCM09922	iemand zal 0een *+slachtoffer maken
DCM09923	iets zal 0een *+slachtoffer eisen
DCM09924	iemand zal de rekening betalen
DCM09925	iemand zal 0een *+rekening vereffenen
DCM09926	iemand zal de *rekening presenteren
DCM09927	iemand zal de rekening opmaken
DCM09928	iemand zal *bijval krijgen
DCM09929	iets zal *bijval vinden
DCM09930	iemand zal zijn excuses aanbieden
DCM09931	iemand zal zijn excuses  aan iemand aanbieden
DCM09932	iemand zal iemand zijn excuses aanbieden
DCM09933	iemand zal zijn excuus aanbieden
DCM09934	iemand zal zijn excuses maken
DCM09935	iemand zal zijn excuus maken
DCM09936	iemand zal 0een *dieptepunt bereiken
DCM09937	iemand zal 0een *+kanttekening plaatsen
DCM09938	iemand zal 0een *+arrestatie verrichten
DCM09939	iemand zal ergens de scepter zwaaien
DCM09940	iemand zal zijn intrek in iets nemen
DCM09941	iemand zal de top bereiken
DCM09942	iemand zal zijn  toevlucht in iets  zoeken
DCM09943	iemand zal zijn toevlucht  tot iets nemen
DCM09944	het doel heiligt de middelen
DCM09945	iemand zal alle middelen aanwenden < om iets te doen >
DCM09946	iemand zal zijn top bereiken
DCM09947	iets zal een vlucht nemen
DCM09948	iemand zal een andere vlucht nemen
DCM09949	iemand zal de vlucht nemen
DCM09950	iemand zal *publiek trekken
DCM09951	iemand zal zijn publiek bespelen
DCM09952	iemand zal 0een *+lied brengen
DCM09953	iemand zal een vies gezicht trekken
DCM09954	iemand zal zijn ware gezicht tonen
DCM09955	iemand zal het gezicht van iets bepalen
DCM09956	iemand zal iemands gezicht redden
DCM09957	iemand zal zijn gezicht verliezen
DCM09958	iets zal scheve gezichten geven
DCM09959	iemand zal een sociaal gezicht opzetten
DCM09960	iemand zal de bevoegdheid hebben < om iets te doen >
DCM09961	iemand zal onderdak  bij iemand vinden
DCM09962	iemand zal iemand onderdak bieden
DCM09963	iemand zal onderdak aan iemand bieden
DCM09964	iemand zal 0een *+pleidooi houden
DCM09965	iemand zal de bal aannemen
DCM09966	iemand zal de bal afgeven
DCM09967	iemand zal 0een *+concessie doen
DCM09968	iemand zal zijn bezorgdheid over iets uitspreken
DCM09969	iemand zal de *hoop uitspreken < dat zij iets wil doen >
DCM09970	iemand zal zijn goedkeuring verlenen
DCM09971	iemand zal zijn goedkeuring  aan iemand verlenen
DCM09972	iets zal een licht op iets werpen
DCM09973	iemand zal 0geen *licht geven
DCM09974	iemand zal iemand het groene licht geven
DCM09975	het groene licht
DCM09976	iemand|iets zal *opzien baren
DCM09977	iemand zal 0het *+record breken
DCM09978	iemand zal 0een *+record vestigen
DCM09979	iets zal een zware tol eisen
DCM09980	iets zal zijn tol eisen
DCM09981	iemand zal seks bedrijven
DCM09982	iemand zal ja zeggen
DCM09983	iemand zal inzicht in iets geven
DCM09984	iemand zal *geluid geven
DCM09985	iemand zal 0de *+aanval  op iemand openen
DCM09986	iemand zal 0de *+aanval  op iets inzetten
DCM09987	iemand zal de aanval inzetten
DCM09988	iemand zal een aanval krijgen
DCM09989	iemand zal een aanval  op iemand doen
DCM09990	iemand zal zijn geduld verliezen
DCM09991	iets zal grote vormen aannemen
DCM09992	iemand zal de beschikking over iets hebben
DCM09993	iemand zal voorrang krijgen
DCM09994	iemand zal voorrang hebben
DCM09995	iemand zal voorrang verlenen
DCM09996	iemand zal iemand voorrang verlenen
DCM09997	iemand zal voorrang  aan iemand verlenen
DCM09998	iemand zal voorrang geven
DCM09999	iemand zal iemand voorrang geven
DCM10000	iemand zal voorrang  aan iemand geven
DCM10001	iemand zal *hinder van iets hebben
DCM10002	iemand zal 0een *+schot lossen
DCM10003	iemand zal 0een *+cursus doen
DCM10004	iemand zal zijn wilde haren verliezen
DCM10005	iemand zal *bekendheid krijgen
DCM10006	iemand zal iemand *bekendheid geven
DCM10007	iemand zal *bekendheid aan iets geven
DCM10008	iemand zal *lol hebben
DCM10009	iemand zal *korting krijgen
DCM10010	iemand zal *korting geven
DCM10011	iemand zal iemand *korting geven
DCM10012	iemand zal *koffie zetten
DCM10013	iemand zal 0een *+oproep doen
DCM10014	iemand zal de oproep doen < om iets te doen >
DCM10015	iemand zal *+energie  in iets steken
DCM10016	iemand zal 0een *+film draaien
DCM10017	iemand zal *+energie  in iets stoppen
DCM10018	iets zal veel kwaad bloed zetten
DCM10019	iets zal boekdelen spreken
DCM10020	iemand zal iemands bloed wel kunnen drinken
DCM10021	iemand zal bloed willen zien
DCM10022	iemand zal iemands bloed afnemen
DCM10023	iemand zal bloed geven
DCM10024	iemand zal de beste papieren hebben
DCM10025	iemand zal de juiste papieren hebben
DCM10026	bij wijze van iets
DCM10027	iemand zal ergens een willig oor vinden
DCM10028	iemand zal ergens een gewillig oor vinden
DCM10029	iemand zal zijn oren spitsen
DCM10030	iemand zal 0een *+punt maken
DCM10031	iemand zal zijn punt maken
DCM10032	iemand zal de punten delen
DCM10033	iemand zal 0een *+operatie verrichten
DCM10034	iemand zal een streep door iets zetten
DCM10035	iemand zal een hart van steen hebben
DCM10036	iemand zal een groot hart hebben
DCM10037	iemand zal een streep door iets halen
DCM10038	iemand zal zijn hart ergens kunnen ophalen
DCM10039	iemand zal iemands hart stelen
DCM10040	iemand zal iemands hart veroveren
DCM10041	iemand zal zijn *hart  aan iets verpanden
DCM10042	iets zal iemands hart vlugger doen kloppen
DCM10043	iemand zal zijn hart vasthouden
DCM10044	iemand zal zijn hart uitstorten
DCM10045	iemand zal zicht  op iets hebben
DCM10046	iemand zal het *vermoeden hebben < dat zij iets wil doen >
DCM10047	iemand zal de *opvatting delen < dat zij iets wil doen >
DCM10048	iemand zal de *opvatting huldigen < dat zij iets wil doen >
DCM10049	iemand zal een schepje erbovenop doen
DCM10050	iemand zal 0een *+deal maken
DCM10051	iemand zal de deal maken < dat zij iets wil doen >
DCM10052	iemand zal de deal maken < om iets te doen >
DCM10053	iets zal *perspectief bieden
DCM10054	iemand zal *vertraging hebben
DCM10055	iemand zal een andere koers varen
DCM10056	iemand zal zijn eigen koers varen
DCM10057	iets zal een koers van iets noteren
DCM10058	iemand zal koers houden
DCM10059	iemand zal een andere koers inslaan
DCM10060	iemand zal de koers aangeven
DCM10061	iemand zal ergens *gehoor vinden
DCM10062	iemand zal 0geen gehoor krijgen
DCM10063	iemand zal 0een *+impuls krijgen
DCM10064	iemand zal iets een nieuwe impuls geven
DCM10065	iemand zal *informatie inwinnen
DCM10066	iets zal een overzicht van iets geven
DCM10067	iemand zal partij  voor iemand trekken
DCM10068	iemand zal zijn partij meeblazen
DCM10069	iemand zal hoogtij vieren
DCM10070	iemand zal *+brand stichten
DCM10071	iemand zal 0een *+voorstelling geven
DCM10072	iemand zal zijn oordeel geven
DCM10073	iemand zal de kop overnemen
DCM10074	iemand zal  *verantwoording afleggen
DCM10075	iemand zal *jacht op iets maken
DCM10076	iemand zal 0de *jacht  op iets openen
DCM10077	iemand zal de jacht openen
DCM10078	iemand zal een schikking treffen
DCM10079	iemand zal iemands kant kiezen
DCM10080	iemand zal de andere kant opkijken
DCM10081	iemand|iets zal smaak hebben
DCM10082	iemand zal uitstel vragen
DCM10083	iemand zal uitsluitsel geven
DCM10084	iemand zal 0een *analyse maken
DCM10085	iemand zal bij iemand huiszoeking doen 
DCM10086	iets zal 0geen *nut hebben
DCM10087	iemand zal de banden verbroken
DCM10088	iemand zal de banden aanhalen
DCM10089	iemand zal 0het *+accent  op iets leggen
DCM10090	iemand zal het accent verleggen
DCM10091	iemand zal 0een *+accent  op iets zetten
DCM10092	iemand zal 0een *+referendum houden
DCM10093	iemand zal 0een *+winkel drijven
DCM10094	iemand zal 0geen schijn van kans hebben
DCM10095	iemand zal 0een *+diagnose stellen
DCM10096	iemand zal de diagnose stellen < dat zij iets wil doen >
DCM10097	iemand zal een nieuwe start maken
DCM10098	iemand zal een goede start hebben
DCM10099	iemand zal de noodklok luiden
DCM10100	iemand zal 0een *+lezing geven
DCM10101	iemand zal het beslag opheffen
DCM10102	iemand zal een standpunt innemen
DCM10103	iemand zal honger lijden
DCM10104	iemand zal zijn standpunt bepalen
DCM10105	iemand zal 0een *+standpunt huldigen
DCM10106	iemand zal het standpunt huldigen < dat zij iets wil doen >
DCM10107	iemand zal een kleur krijgen
DCM10108	iemand zal zijn vuist ballen
DCM10109	iemand zal iets kleur geven
DCM10110	iets zal gretig aftrek vinden
DCM10111	iemand zal 0een *brug tussen iets slaan
DCM10112	iemand zal *gelijkenis vertonen
DCM10113	iemand zal *angst voor iets hebben
DCM10114	iets zal haar angst inboezemen
DCM10115	iets zal *angst aanjagen
DCM10116	iemand zal iemand *angst aanjagen
DCM10117	iemand zal een greep naar iets doen
DCM10118	iemand zal zijn greep  op iets verliezen
DCM10119	iemand zal  *uitleg geven
DCM10120	iemand zal de waarheid spreken
DCM10121	iemand zal iemand de waarheid zeggen
DCM10122	iemand zal een stormachtig entree maken
DCM10123	iemand zal zijn entree maken
DCM10124	iemand zal zijn koffers pakken
DCM10125	iemand zal verplichting hebben < om iets te doen >
DCM10126	iemand zal *verplichtingen hebben
DCM10127	iets zal *verplichtingen scheppen
DCM10128	iemand zal 0een *+voorziening treffen
DCM10129	iemand zal gelijke tred  met iemand houden
DCM10130	iemand zal goede benen hebben
DCM10131	iemand zal zijn sporen verdienen
DCM10132	iemand zal ergens aansluiting zoeken
DCM10133	iets zal zijn sporen nalaten
DCM10134	iets zal diepe sporen nalaten
DCM10135	iets zal zijn sporen achterlaten
DCM10136	iets zal een spoor achterlaten
DCM10137	iemand zal de aansluiting missen
DCM10138	iemand zal zijn sporen uitwissen
DCM10139	iemand zal *waardering  voor iemand hebben
DCM10140	iemand zal *belang  in iets stellen
DCM10141	iemand zal een limiet stellen
DCM10142	iemand zal 0een *+regeling treffen
DCM10143	iemand zal 0een *+aanhouding verrichten
DCM10144	iemand zal een optie  op iets hebben
DCM10145	iemand zal de pech hebben < dat zij iets wil doen >
DCM10146	iemand zal een optie  op iets nemen
DCM10147	iemand zal de opties openhouden
DCM10148	iemand zal  *voorbereidingen treffen
DCM10149	iemand zal  *lawaai maken
DCM10150	iemand zal de storm doorstaan
DCM10151	de storm zal luwen
DCM10152	iemand zal het zinkende schip verlaten
DCM10153	de wal keert het schip
DCM10154	iets zal 0geen *navolging vinden
DCM10155	iemand zal *verbazing wekken
DCM10156	iemand zal  *kijk op iets hebben
DCM10157	iemand zal 0geen brood in iets zien
DCM10158	iemand zal droog brood eten
DCM10159	iets zal de aanleiding tot iets vormen
DCM10160	iets zal de aanleiding vormen < om iets te doen >
DCM10161	iets zal 0geen aanleiding voor iets vormen
DCM10162	iemand zal de aanzet tot iets geven
DCM10163	iemand zal 0een *investering doen
DCM10164	iemand zal de aanleiding vinden < om iets te doen >
DCM10165	iets zal 0geen aanleiding tot iets geven
DCM10166	iemand zal 0geen aanleiding voor iets geven
DCM10167	iemand zal een claim op iets leggen
DCM10168	iemand zal 0een *ontdekking doen
DCM10169	iemand zal de ontdekking doen < dat zij iets wil doen >
DCM10170	iemand zal 0een *interview geven
DCM10171	iemand zal zijn winkel sluiten
DCM10172	iemand zal 0een *procesverbaal opmaken
DCM10173	iemand zal 0geen garantie geven
DCM10174	iemand zal de *garantie geven < dat zij iets wil doen >
DCM10175	iemand zal iemand de *garantie geven < dat zij iets wil doen >
DCM10176	iemand zal 0een *+enquête houden
DCM10177	iemand zal vrede sluiten
DCM10178	iemand zal een eigen stijl hebben
DCM10179	iemand zal stijl hebben
DCM10180	iemand zal 0geen flauw benul hebben
DCM10181	iemand zal 0geen benul hebben
DCM10182	iemand zal de lieve vrede bewaren
DCM10183	iemand zal de vrede bewaren
DCM10184	iemand zal vrede  met iets hebben
DCM10185	iemand zal vrede stichten
DCM10186	iemand zal de vrede herstellen
DCM10187	iemand zal pillen slikken
DCM10188	iemand zal een goede bui hebben
DCM10189	iemand zal de balans opmaken
DCM10190	iemand zal zijn draai vinden
DCM10191	iemand zal zijn revanche nemen
DCM10192	iemand zal een draai om zijn oren krijgen
DCM10193	iemand zal de gewoonte hebben < om iets te doen >
DCM10194	iemand zal een gewoonte  van iets maken
DCM10195	iemand zal zijn kaarten op iets zetten
DCM10196	iemand zal 0een *+kaart trekken
DCM10197	de kaarten zijn geschud
DCM10198	iemand zal zijn kaarten uitspelen
DCM10199	iemand zal een bijrol spelen
DCM10200	iemand zal 0een  overval op iets [plegen]
DCM10201	iemand zal vakantie hebben
DCM10202	iemand zal vakantie vieren
DCM10203	iemand zal vakantie houden
DCM10204	iemand zal vakantie nemen
DCM10205	iemand zal de proef op de som nemen
DCM10206	iemand zal een zucht slaken
DCM10207	iemand zal een wind laten
DCM10208	iets zal wonderen doen
DCM10209	iemand zal 0een *+wonder verrichten
DCM10211	iets zal ergens zijn oorsprong vinden
DCM10212	iets zal ergens zijn oorsprong hebben
DCM10213	iemand zal hoop wekken
DCM10214	in het holst van de nacht
DCM10215	iemand zal het lef hebben < om iets te doen >
DCM10216	iets zal vlam vatten
DCM10217	iets zal *houvast bieden
DCM10218	iemand zal *houvast aan iets hebben
DCM10219	iemand zal *houvast hebben
DCM10220	iemand zal zijn toevlucht  tot iets zoeken
DCM10221	iemand zal een wandeling maken
DCM10222	iemand zal de juiste snaar raken
DCM10223	iemand zal de gevoelige snaar raken
DCM10224	iemand zal de kunst van iets verstaan
DCM10225	iemand zal een metamorfose ondergaan
DCM10226	iemand zal zijn kunsten vertonen
DCM10227	iemand zal de kunst afkijken
DCM10228	iemand zal zijn beklag doen
DCM10229	iemand zal een eenheid vormen
DCM10230	iemand zal de eenheid bewaren
DCM10231	iemand zal ergens eenheid brengen
DCM10232	iemand zal de controle verliezen
DCM10233	iemand zal zijn controle  over iets verliezen
DCM10234	iemand zal 0een *+tocht maken
DCM10235	iemand zal *controle op iets uitoefenen
DCM10236	iemand zal de wacht houden
DCM10237	iemand zal de wacht aanzeggen
DCM10238	iemand zal zijn belofte houden
DCM10239	iemand zal de rij sluiten
DCM10240	iemand zal  *+oppositie voeren
DCM10241	iemand zal de moed erin houden
DCM10242	iemand zal moed houden
DCM10243	iemand zal  *politiek bedrijven
DCM10244	iemand zal *moed hebben
DCM10245	iemand zal de moed hebben < om iets te doen >
DCM10246	iemand zal  *politiek voeren
DCM10247	iemand zal de moed opgeven
DCM10248	iemand zal de moed verliezen
DCM10249	iemand zal zijn moed verzamelen
DCM10250	iemand zal *moed uit iets putten
DCM10251	iemand zal iemand moed inspreken
DCM10252	iemand zal een geheel vormen
DCM10253	iemand zal 0een *+vergadering houden
DCM10254	iemand zal de maat nemen
DCM10255	de gemoederen zullen verhit zijn
DCM10256	iemand zal een steek laten vallen
DCM10257	er zijn gewonden vallen
DCM10258	iemand zal *overuren maken
DCM10259	iemand zal patent op iets hebben
DCM10260	iemand zal patent aanvragen
DCM10261	iemand zal *fraude plegen
DCM10262	iemand zal 0een *+offer brengen
DCM10263	iemand zal een offer  aan iemand brengen
DCM10264	iemand zal beterschap beloven
DCM10265	iemand zal zijn ei kwijtkunnen
DCM10266	iemand zal 0een *+misdrijf begaan
DCM10267	iets zal doorgang vinden
DCM10268	iemand zal volle zalen trekken
DCM10269	iemand zal de kost verdienen
DCM10270	iemand zal *kwaliteit leveren
DCM10271	iemand zal *applaus krijgen
DCM10272	iemand zal  *besprekingen voeren
DCM10273	iemand zal een neus voor iets hebben
DCM10274	iemand zal nee schudden
DCM10275	iemand zal het tij doen keren
DCM10276	iemand zal zijn positie bepalen
DCM10277	iemand zal iemand de rekening sturen
DCM10278	iemand zal zijn plek vinden
DCM10279	iemand zal zijn plek kennen
DCM10280	iemand zal zijn eigen koers volgen
DCM10282	iemand zal zijn vak  van iets maken
DCM10283	iemand zal zijn benen voelen
DCM10284	iemand zal beide benen op de grond houden
DCM10285	iemand zal iemands spoor volgen
DCM10286	iemand zal *uren maken
DCM10287	iemand zal goede kaarten hebben
DCM10288	iemand zal de beste kaarten hebben
DCM10289	iemand zal 0een *+proef doen
DCM10290	iemand zal triomfen vieren
DCM10291	iets zal *bescherming tegen iets bieden
DCM10292	iemand zal 0een *+aantekening maken
DCM10293	iemand zal de aantekening maken < dat zij iets wil doen >
DCM10294	iets zal *bescherming bieden
DCM10295	iemand zal deel  aan iets hebben
DCM10296	iemand zal zijn beperkingen kennen
DCM10297	iemand zal 0geen tekenen van iets vertonen
DCM10298	iemand zal ergens halt houden
DCM10300	iets zal ergens zijn oorzaak vinden
DCM10301	iemand zal een hap uit iets nemen
DCM10302	iemand zal *krediet  bij iemand hebben
DCM10303	iemand zal de rode vlag hijsen
DCM10304	iemand zal allure hebben
DCM10305	iemand zal 0een *+sport bedrijven
DCM10306	iemand zal 0een *+ oefening doen
DCM10307	iemand zal de weg  voor iets plaveien
DCM10308	iemand zal een goede pers krijgen
DCM10309	iemand zal een buiging maken
DCM10310	iemand zal sterke schouders hebben
DCM10311	iemand zal zijn neus stoten
DCM10312	iemand zal 0een *+bespreking hebben
DCM10313	iemand zal zijn neus snuiten
DCM10314	iemand zal een frisse neus halen
DCM10315	iemand zal de vruchten van iets plukken
DCM10316	iets zal zijn vruchten afwerpen
DCM10317	iets zal vrucht afwerpen
DCM10318	iets zal vrucht dragen
DCM10319	iets zal zijn keerzijde hebben
DCM10320	iemand zal zijn nek over iets breken
DCM10321	iemand zal iemand de nek omdraaien
DCM10322	iemand zal toenadering  tot iemand zoeken
DCM10323	iemand zal een grote liefde  voor iemand koesteren
DCM10324	iemand zal een liefde  voor iemand opvatten
DCM10325	iemand zal de pretentie hebben < om iets te doen >
DCM10326	iemand zal de *pretentie hebben < dat zij iets wil doen >
DCM10327	iemand zal 0een *+voorbehoud maken
DCM10328	iemand zal het voorbehoud maken < dat zij iets wil doen >
